-aik,dollar
wetmeiwatl,keep_busy
wetme'k,busy
wetmite'lmatl,have_need_for
wetmite'tk,have_need_for
wetmite'tmik,important
wetmkuet,in_the_way
wetmo'teket,prankster
wetmo'teket,prankster
wetmo'tk,use_occasionally_as_needed
wetmuatl,give_smoke_(cigarette)_to
wetnasa'latl,try_on
wetnasa'toq,try_on
wetnastek,hooked_or_attached_from
wetnatl,pull
wetnk,pull
wetpatl,taste
wetqane'k,warm_(of_weather)
wetqaniatew,warm
wetqani'kiskɨk,mild_day
wetqapalatl,soak
wetqapalsit,soak
wetqapatoq,soak
wetqapatu,soak
wetqa'tu,drench
wetqolatl,forbid
wetqolsit,abstain
wetqulk,forbid
wetqusunapi'l,shoulder sttap
wettaqia'tijik,share_common_descent
wettaqiet,descendant_of
wette'key,win
wetteliket,purchases_from
wettelk,buy_or_purchase_from_there
wetteluatl,buy_or_purchase_from_there
wettemit,bleat
wettemitl,cry_about
wetteniaq,wind_blowing_from_such_direction
wettepna'tl,try_to_catch_up_with
wettepne'k,try_to_catch_up_with
wettestekey,cough up sputm
wettɨk,wind_blowing_from_such_direction
wettɨk,taste
we'tukoptek,"hair stands on end,"
we'tunatl,feel
we'tu'nɨk,feel
we'tutm,taste
wiaqapo'qta'sikewei,cake
wiaqapo'qte'm,mix
wiaqa'taqan,bronze
wiaqa'tu,amalgamate
wiaqiaqal,mixed
wiaqiejik,mixed
wiaqqatmu'tijik,mix_together
wiaquj,red ochre
wiaqu'jme'j,bittern
wi'ekuj,red ochre
wija'lamk,mucus
wijapo'ti,pouch
wijaqne's,coyote
wijei,same
wijek,spruce grouse
wije's,fly
wije'watl,accompany
wije'wet,tag_along
wije'wɨk,accompany
wijikɨtijik,siblings
wijikitu'k,siblings
wijikitu'kw,brother
wijikumatl,sibling_to
wijinuan,cheek
wijipo'ti,money_belt_(with_pocket)
wijitko'tk,join
wijitkweiwatl,keep_company
wijkwe'j,blister
wijkwe'jua'sɨk,blister
wijkwe'jua'sit,blister
wijkwe'julaqn,dish made of birch bark
wik,taste_good
wi'k,house
wikamik,lean
wikamit,lean
wikapu'k,taste_good
wikapuksit,taste_good
wi'katikn,paper
wi'katiknipkw,lettuce
wi'katiknji'j,card
wikew,fat
wikewiku's,October
wikewit,fat
wi'kiknei,pen
wikip,lived there
wi'kipaltimk,
wikipjik,soon
wikit,reside_or_dwell_there
wikji'jaqan,toy
wiklatmu'j,dwarf
wiklkik,taste good
wikma'jl,mate
wikmaq,family
wikpaqtmn,suck out a marrow bone
wikpatl,like_taste_of
wikpet,like_to_drink_(alcoholic_beverages)
wikpe'tlaqan,strip_for_making_baskets
wikpi,elm
wikplasasik,smoked
wikplasit,smoked_(as_meat)
wikplatek,smoked_(as_meat)
wikplatewma'q,smell_smoky
wikplatewma't,smell_smokey
wikplato'sin,smudge
wiktɨk,like_taste_of
wi'kuamatl,laugh_at
wi'kuaptɨk,lauqh_at
wikuasi'si,lisp
wikue'k,queer
wi'kue'k,queer
wikuletm,
wikumat,heavy_smoker
wikumatl,invite
wikumkewiku's,September
wikumkusimkewei,invitation
wikun,bean
wikun-apu,bean soup
wikuwaq,home
wikwasamu'k,looks_pretty
wikwasapewit,attractive
wikwa'smukwet,whistle
wikwietv,collapse_from_exhaustion
wi'kwite'tekey,funny
wikwom,dwelling
wili,navel
wiliapi,umbilical_cord
wilmusl,sister-in-law
wilnawit,tail feathered
wilni'k,tail feathers
wilnu,tongue
wilokamatl,catch_full_view
wilokaptɨk,catch_full_view
wilu,diet
wi'n,marrow
winanqiaq,wrinkled
winapewit,ugly
winapit,see_poorly
winapukuey,curse
wi'nei_waqan'tew,marrow_bone
winik,"ugly_(in_appearance,_shape_or_dress)"
winikiskɨk,day_of_bad_weather
winikit,"ugly_(in_appearance,_shape_or_dress)"
winikwa'sit,make_funny_face
winikwetuatl,make_a_face_at
winikwetutk,expression
winimaq,smell_bad
wininuit,have_mean_disposition
winiskei,tripe
winjik,dirty
winjit,unclean
winkutat,poorly_shoed
winnmat,keeps_a_dirty_place
winpasit,on_go
Winpekijuik,Bathurst
winpnet,have_venereal_disease
winqamiksit,have_bad_character
winsit,act_bad_or_improperly
winsm,filthy·minded_person
winsmuit,filthy·minded
wintaqtit,adultery
wintiku,wild_man
wipetijik,sleep together
wipit,tooth
wipitmekw,shark
wipitmit,have_teeth
wipitokom,gums
wipkoman,pit
Wipkume'kaqn,"Yarmouth, N.S."
wipkwesitan,sole
wipoqumik,stem
wipskunatl,have_one_of
wipskunk,have_only_one
wi's,
wisawamu'k,brownish
wisawamuksit,brownish
Wisawapuaqsitewei,bread made from freshened milk
wisawatpajit,
wisawe'k,brown
wisawe'k,green
wisawekn,baize
wisawipuneksit,carrot
wisawkweskl,golden thread
wisawo'q,brass
wisawo'qw,copper
wisawow,yellow_jaundice
wisaw_suliewei,gold
wise'k,scarred
wise'k,scarred
wi'seketek,burn_sensation
wisikat,scar·faced
wi'sikesi,smart
wi'sikesit,burn_sensation
wi'siketek,stings
wisikwat,scar·faced
wi'sis,beast
wi'sisji'j,little_animal
wiske'kunik,cartilage
wiski,bladder
wiskɨp,ashes
wiskipk,stove_ash
wiskɨpoq,water
wiskɨpo'q,ash_container_from_woodstove
wiskipowima'ql,heather
wiskɨsoq,horse  fly
wisko'puksun,shoulder strap
wiskoq,ash
wiskowa'teken,gossip
wiskua'teket,does strange things
wiskuet,envious
wisku'kusi,dream
wiskun,bile
wiskuo'qn,envy
wisku'pik,cook_for him
wisku'pisi,cook for myself
wiskwia'teket,play_bagpipes
wiskwia'teket,play_bagpipes
wismu'l,mate
wismuti,nest
wisnanaw,smelt
wisnaw,perch
wisqapl'kikwa't,snow·blinded
wisqateskuatl,drops_in_on_someone_suddenly_and_unexpectedly
wisqeket,throw_quickly
wisqi-ejiklayja'sit,quickly_flies_away
wisqi-lue'wit,quick·tempered
wisqi'pit,dash_off
wisqi-pkisink,arrive_suddenly
wisqɨsew,pine cone
wisqɨsoq,horsefly
wisqoma'si,creep up on a moose
wisqo'pi,fang
wisquk,bitter
wisqun,gall
wisqunamu'k,brown
wisqunlipkw,embers
wisqusoq,bud
wisqusoqji'j,bud
wiss,sic him
wisse'j,animal_nest
wissuiknematl,overcome
wissuiknetk,overcome
wissukwalatl,cook
wissukwatiket,cook
wissukwatk,cook
wissukwatmasi,cook_(for_oneself)
wisuiknematl,defeat
wisun,name
wisunik,label
wisunkatk,call
wisunkewatl,christen
witapal,friend
witapal,male_friend
witape'skwal,female_friend
witapji'jl,_little_male_friend
witmeku'l,mate
witn,nostril
witpitui,sit with me
witu,whisker
witua'tijik,partners_in_boat_(used_in_guiding)
wituit,whiskered
witu'l,whiskers
wiu'ji'j,small_piece_of_meat
wiuksun,tumpline
wius,meat
wiuse'j,meat_handler_(cutter)
wja'laq,boogers
wja'law,snot
wja'lawekikway,snots on my face
wja'lawitna't,snots
wjaqanjew,fingertip
wjaqlmaskwi'l,bark
wjaqmkaskwe,egg shell
wjaqntew,fingertip
wjijaqamijl,soul
wjijaqamiju'et,have_shadow
wji'jl,grandchild
wjikapa'n,incoming_tide
wjiki,scab
wji'kɨj,stump
wjiknaml,younger brother
wjiksu'kw,family
wjikunn,knee
wjiljl,father-in-law
wji'nmuml,man
wji'penu'k,east
wjipenu'kowa'j,male_easterner
wjipenukowi'skw,female_easterner
wjipɨsk,root
wji'taqan,neck
wjjewit,father
wjjit,have_father
wjoqolqote'knm,palate
wjoqolqute'kn-aluktesk,cloud
wju'sn,wind
wju'snei,fan_or_propeller
wkajikn,lower_part_of_leg
wkamlamun,heart
wkamlamuti,breath
wkata'lal,calf_of_leg
wkatawti,footpath
wkekkuskl,godparent
Wkpikanjik,Eel River Bar
wkskapek,twitching
wktalɨkm,property
wktapa'law,drown
wktataku,gannet
wkwajikn,thigh
wkwat,foot
wkwat_istuik,twisted_foot
wkwe'ji'jl,younger sister
wkwijl,mother
wkwisit,have_son
wkwisl,son
wla,these
wlaku,yesterday
wlapatmuaqn,favor_obtained_(religious)
wlaqn,plate
wla_tett,this_here
wliksi,intestine
wljikn,claw
wlkwija'lan,encourage
wlo'nuk,
wlsaqta'w,trough
wlukl,goiter
wluku'ni,flicker woodpecker
wluskniknml,elbow
wmal'tem,blood
wmaqijikeweim,big_toe
wmisl,older_sister
wmɨtki,territory
wmitki'wow,district
wmlakejml,mamary
wmsikwan,eyelash
wmtesann,last_born
wmuksn,shoe
wmusti,belly
wnaqpitiekisu,woodcock
wnikan,portage_trail
wni'siknn,braids
wniskamijl,grandfather
wnisqi'k,wing
wn'jann,child
wo'kn,backbone
wo'kumatijik,related_(as_kin)
wo'kumawl,relative
wopi'j,sleet
wo'qmin,immersed in water to your waist
Wow,kettle
wow,pot
wowi'kn,backbone
wowj,quicksand
wowj,kettle hole
wowkwis,fox
wpaqam,back
wpaqam,behind
wpaqama'latl,backup
wpaqamk,backside
wpaqmsaw,eel split open
wpisiktieml,rectal orifice
wpitn,hand
wpitni'sewet,sew_(by_hand)
wpitno'kuom,arm
wpke'kn,moose skin
Wpkesikn,piece_of_cloth
wpku,wax
wpkua'tu,wax it
wpkuik,gummy
wpkuit,gummy
wpkwateliknei,store bought
wpkwateliknei-pipnaqn,bread
wpkwiman,blueberry
wpkwimanapu,blueberry_juice
wpkwimanaqsi,blueberry_bush
wplaqane'mat,diarrhea
wplaqn,groin
wpl'koqoml,seetheart
wpmikk,crooked
wpnn,lung
wpoqtian,intestines
wpqa'w,clay
wpqwa'luejkl,tongs
wpqwi'kn,eel fishung hole in ice
wpqwi'kn,auger
wpsemei,skin bag
wpsetkun,bough
wpskwe'maqnei,razor
wpte'wo'qn,tree
wpukikwe'l,glasses
wpukjik,soon
wpukmaqn,club
wpukukwa'latl,eye
wpukukwa'toq,eye
wpukwikw,eye
wpusqun,breast
wpusqunei,bra
wpuunk,fisher animal
wqonn,heel
wqosi'l,fingernail
wqotaqn,throat
wqotaqni-kjipilaqn,necktie
wsapun,corn
wsaqatp,human_skull
wsaqn,shoulder blade
wsi,lip
wsɨkowita`sultinej,smile
wsioqwikt,swamp
wsiskw,face
wsisl,older brother
wsisqun,nose
wsisqun,beak
wsitan,hoof
wsitaniksi,hoof
wsitnei,stove_pipe
wsɨtqamu,world
wsɨtqamua'latl,give_birth
wsɨtqamuit,born
wsitqamu'kewei,terrestial
wsitun,voice
wsitunapi'l,vocal cords
wsitunit,kettle
wskijinu,person
wskinmin,seed
wskinmin/k,seed
wskipunek,communion
wskituk,surface
wskitukowei,top
wskuipuksn,tether stap
wskun,liver
wskunamu'k,liver colored
wskunu'mi,liver oil
wskupaqamikt,swamp
wsku'puksn,backpack
wsml,niece
wsmu'l,antler
wsuateja'taqan,burdock
wsuekaw,tsunami
wsukuni,tail
wsukwisl,aunt
wsu'si,nest
wtanka'laml,calf muscle
wtapi'ml,bow
wta'piml,net
wtapsun,useful_person
wtapsunik,useful
wtapsunit,useful
wtapsunit,useful
wtatapn,Morning Star
wtejk,in_back
wtejkewei,last_one
wtelkw,omentum
wte'piteml,wife
wtewiskutat,junco
wtiit,have_dog
wtijin,thumb
wti'l,dog
wtɨpi,fine_root_used_in_basketry
wtɨpl,brain
wtɨpun,seat
wtisi,nest
wtlamilu,stomach
wtlamuksisl,uncle
wtlaw,shoulder blade
wtlmaqn,shoulder
wtluanipkaji'jit,kind_of_leaf_for_medical_purposes
wtluikn,finger
wtnuan,sinew
wto'jem,toe
wtoqon,her_dress
wtqwapaqiknei,
wtue'ml,domesticated animal
wtukwape'kn,jaw
wtukwejan,forehead
wtul,means of transportation
wtul,means of transportation
wtulit,have_vehicle
wtun,mouth
wtunawe'k,muscles
wtuneil,bridle_and_bit
wtupi,spruce roots
wtusl,daughter
wtutnuk,in_east
wtuttemit,have_totem_or_benefactor
wujjewiktuk,on_paternal_side
wujjl,father
wukumijl,grandmother
wukumijl,mother-in-law
wulaqn,dish
wulaqne's,moose
wuliaqminenu,prosperity
wuliaqminu,prosperity
wulisl,aunt
wuluksi'l,intestines
wulukuni,woodpecler
wumsikwan,eyelash
wunaqapeml,disciple
wunaqpitiekisu,woodcock
wunji,head
wunki'kuk,parents
wunki'kul,parent
wunoqei,arse
wusapun,hair of head
wusu'n,load
wutapsun,property
wutapsun,clothes
wutaptu'n,crutch
wutmo'taqan,useful_object_or_tool
wutmo'taqn,property
yap,moose
I hear,Nutm
I hear him/her,Nutaq
I hear them,Nutaqik
I hear you,Nutul
I hear you people,Nutuloq
I hear it (animate),Nutaq
I hear it (inanimate),Nutm
I hear those things (animate),Nutaqik
I hear those things (inanimate),Nutmann
I help him/her,Apoqnmaq
I help them,Apoqnmaqik
I help you,Apoqnmul
I help you people,Apoqnmuloq
I help it (inanimate),Apoqnmatm
I help it (animate),Apoqnmaq
I help those things (animate),Apoqnmaqik
I help those things (inanimate),Apoqnmatmann
I help out,Apoqnmuey
I know,Kejitu
I know him/her,Nenaq
I know... (Name of person),Nenaq
I know about them,Keji'kik
I know them,Nenaqik
I know you,Nenul
I know you people,Nenuloq
I know it (animate),Nenaq
I know it (inanimate),Nenɨm
I know those things (animate),Nenaqik
I know those things (inanimate),Nenɨmann
I see (animate)...,Nemi'k
I see (inanimate)...,Nemitu
I see him/her,Nemi'k
I see them,Nemi'kik
I see you,Nemu'l
I see you people,Nemu'loq
I see those things (animate),Nemi'kik
I see those things (inanimate),Nemituann
I am afraid,Jipasi
I am angry,Wekai
I am cold,Kewji
I am fearful,We'kwata'si
I am fine,Welei
I am from,Tleyawi
I am hot,Epsi
I am hungry,Kewisin
I am lazy,Malei
I am named,Teluisi
I am related (to),Akumk
I am shy,Netakey
I am sick,Kesnukwai
I am soaked,Pukuspei
I am tired,Kispnei
I am warm,Welpɨsi
I am well,Welei
I am wet,Kaqapuey
I am going to...,Eliey
I am going to ask,Naji pipanikesi
I am going to borrow,Naji emqwatuwi
I am going to buy,Attelm
I am going to help,Naji apoqnmuey
I am going to help him/her,Naji apoqnmaq
I am going visit,Naji mittukwey
I am going visit him/her,Naji mittukwalk
I am going mass,Naji alame'skewi
I am going to pray,Naji alasutmay
I am going to read,Naji kiljey
I am going to walk to...,Ellekai
I am not going to...,Mu eliew
I am not going to ask,Mu naji pipanikesiw
I am not going to borrow,Mu naji emqwatu'wiw
I am not going to buy,Mu attel[schwa]mu
I am not going to help,Mu naji apoqnmuew
I am not going to help him/her,Mu naji apoqnmuwaq
I am not going to visit,Mu naji mittukwew
I am not going to visit him/her,Mu naji mittukwalaq
I am not going to read,Mu ekiljew
I am not going to walk,Mu elleka'w
I need to ask,Amujpa pipanikesi
I need to ask my mother,Amujpa pipanimk nkij
I need to ask my father,Amujpa pipanimk nujj
I need to ask my older brother,Amujpa pipanimk nsis
I need to ask my younger brother,Amujpa pipanimk njiknam
I need to ask my older sister,Amujpa pipanimk nmis
I need to ask my younger sister,Amujpa pipanimk nkwe'ji'j
I need to ask my male friend,Amujpa pipanimk nitap
I need to ask my female friend,Amujpa pipanimk nitape'skw
I need to ask again,Amujpa pipanikesi app
I need to ask myself,Amujpa pipanimsi
I need to ask the teacher,Amujpa pipanimk nuji-kina'muet
I need to ask the doctor,Amujpa pipanimk malpale'wit
I need to ask the dentist,Amujpa pipanimk nuji-minapito'teket
If I am afraid,Jipasian
If I am angry,Pkwaian
If I am poor,Ewle'jian
If I am cold,Ku'jian
If I am fine,Wuleyan
If I am from,Tleyawian
If I am hot,Epsian
If I am hungry,Kuwisinan
If I am lazy,Maleyan
If I am named,Tluisian
If I am shy,Ntakeyan
If I am sick,Ɨksnukwaian
If I am sleepy,Ɨktuksian
If I arrive,Ikai'an
If I ask,Pipanikesian
If I ask you,Pipanimulan
If I ask him/her,Pipanimk
If I ask them,Pipanimkik
If I buy,Pkwatelmann
If I clean up,Waqama'tuann
If I close it (inanimate),Ilta'tuan
If I close it (animate),Ilta'lik
If I come over,Juku'weyan
If I cook,Wissukwaian
If I count,Mawkiljatman
If I cry,Atkitemian
If I dance,Amalkaian
If I do,Tla'tekeyan
If I give...,Iknmuetuan
If I give to you,Iknmulan
If I give to him/her,Iknmaq
If I give to them,Iknmaq
If I go home,L'mieyan
If I go to sleep,Naji npayan
If I go to school,Naji-kina'masian
If I get dressed,Kna'sian
If I have it (inanimate),Skunman
Where is the bathroom?,Tami etli aqawa'timk?
Where is my book?,Tami etek ntwikatikn?
Where is my younger brother?,Tami eyk njiknam?
Where is my older brother?,Tami eyk nsis?
Where is my younger sister?,Tami eyk nkwe'ji'j?
Where is my older sister?,Tami eyk nmis?
Where is my mother?,Tami eyk nkij?
Where is my father?,Tami eyk nujj?
Where is my car?,Tami etek ntul?
Where is the school?,Tami etek kina'matnuo'kuom?
Where is the church?,Tami etek alasutmo'kuom?
Where is it (animate)?,Tami eyk?
Where is it (inanimate)?,Tami etek?
Where is my family?,Tami eykik nikmaq?
Where is my male friend?,Tami eyk nitap?
Where is my female friend?,Tami eyk nitape'skw?
Where is the store?,Tami etek malsano'kuom?
Where is the doctor?,Tami eyk malpale'wit?
Where is the dentist?,Tami eyk nuji-minapito'teket?
Where is the priest?,Tami eyk pa'tlia's?
Would you like sugar (with your tea)?,Sismoqna'tan?
Would you like milk (with your tea)?,Mlakejewa'tan?
Would you like snacks (with your tea)?,Menuweken nespipɨte'maqan?
Would you like a drink?,Ketu' samqwan?
Would you like to swim?,Ketu' tkisamin?
Would you like to dance?,Ketu' amalkan?
Would you like to have tea?,Ketu' pɨte'man?
Would you like to eat?,Ketu' mijisin?
Would you like to shop?,Ketu' amalteliken?
Would you like to visit?,Ketu' mittukwen?
Would you like to visit me?,Ketu' mittukwalin?
Would you like to visit him/her?,Ketu' mittukwalt?
Would you like to go to town?,Ketu' kjikankewin?
I hear my mother,Nutaq nkij
I hear my father,Nutaq nujj
I hear my child,Nutaq nijan
I hear my older sister,Nutaq nmis
I hear my older brother,Nutaq nsis
I hear my nephew,Nutaq nuluks
I hear my niece,Nutaq nsim
I hear my friend,Nutaq nitap
I hear animals,Nutaqik waisisk
I hear birds,Nutaqik sisipk
I help out at home,Apoqntm niknaq
I help out at school,Apoqntm kina'matnewo'kuom
I help my friends,Apoqnmaqik nitapk
I help out at church,Apoqntm alasutmuo'kuo'm
I help my mom,Apoqnmaq nkij
I help my dad,Apoqnmaq nujj
I help elders,Apoqnmaqik kisiku'k
I help my child,Apoqnmaq nijan
I help out in the community,Apoqntm wutank
I help the chief,Apoqnmaq saqmaw
I know everything,Kejitu msɨt koqoey
I don't know,Mu kejitu
I don't know anything,Mu kejitu koqoey
I don't know him/her,Mu nenuaq
I don't know about them,Mu kejiaqɨk
I don't know you,Mu nenulnu
I don't know them,Mu nenuaqik
I don't know those things (inanimate),Mu nenmuan
I don't know you people,Mu nenulnuoq
I don't have knowledge of it,Mu nenmu
I don't see (animate)...,Mu nemiaq
I don't see (inanimate)...,Mu nemitu
I don't see him/her,Mu nemiaq
I don't see them,Mu nemiaqik
I don't see you,Mu nemu'lnu
I don't see you people,Mu nemu'lnuoq
I don't see those things (animate),Mu nemiaqik
I don't see those things (inanimate),Mu nemituan
I am sleepy,Ketuksi
I am happy,Weljesi
I am eating,Mijisi
I am running,Pem-tukwi'm
I am crawling,Alapeki
I am reading,Ekiljey
I am working,Elukwey
I am getting up,Menja'si
I am leaving,Maja'si
I am sitting,Pemkopi
I am used to it,Naqlo'tm
I am going to run,Eltukwi'm
I am going to sleep,Najimpay
I am going to see him/her,Naji ankamk
I am going to learn,Naji kina'masi
I am going fishing,Naji kwitamey
I am going swimming,Naji tkismi
I am going to ask him/her,Naji pipanimk
I am going to get it,Naji miskm
I am going to plant...,Naji ika'taquey
I am going to gather berries,Naji mewisi
I am not going to run,Ma' l'tukwi'mu
I am not going to sleep,Ma' najimpaw
I am not going to see him/her,Ma' naji ankamaq
I am not going to learn,Ma' naji kina'masiw
I am not going to fish,Ma' naji kwitamew
I am not going to swim,Ma' naji tkismiw
I am not going to ask him/her,Ma' naji pipanimaq
I am not going to get it,Ma' naji miskimu
I am not going to plant...,Ma' naji ika'taquwow
I am not going to gather berries,Ma' naji mewisiw
I need to ask the priest,Amujpa pipanimk pa'tlia's
I need to ask my aunt,Amujpa pipanimk nsukwis
I need to ask my uncle,Amujpa pipanimk nklamuksis
I need to ask my son,Amujpa pipanimk nkwis
I need to ask my daughter,Amujpa pipanimk ntus
I need to ask my godchild,Amujpa pipanimk nklnikn
I need to ask my niece,Amujpa pipanimk nsim
I need to ask my nephew,Amujpa pipanimk nuluks
I need to ask my husband,Amujpa pipanimk nkisikum
I need to ask my wife,Amujpa pipanimk nte'pitem
If I walk,L'lika'ian
If I eat,Mijisian
If I close the door,Ilta'lik ka'qn
If I close the window,Ilta'tuan tu'opiti
If I tell a story,A'tukweyan
If I pray,Alasutmayan
If I let you,Asite'lmulan
If I wash the dishes,Kesispo'tikean
If I say,Tlueya'n
Where is the food?,Tami etek mijipjewey?
Where is the island?,Tami etek miniku?
Where is the water?,Tami etek samkwan?
Where is the salt?,Tami etek salawey?
Where is the pepper?,Tami etek te'pi'sewey?
Where is the garden?,Tami etek ika'taqn?
Where are my boots?,Tami epijik ntepotmk?
Where is my hat?,Tami etek nta'kwesn?
Where is the window?,Tami etek tuo'piti?
I love you,Kesalul
I love him/her,Kesalk
I love my child,Kesalk nijan
I love my son,Kesalk nkwis
I love my daughter,Kesalk ntus
I love my dad,Kesalk nujj
I love my mom,Kesalk nkij
I don't love you,Mu kesalulnu
I don't love him/her,Mu kesalaq
I don't love them,Mu kesalaqɨk
Would you like to leave?,Ketu' maja'sin?
Would you like to sleep?,Ketu'npan?
Would you like to help?,Ketu' apoqntmn?
Would you like to ask?,Ketu' pipanikesin?
Would you like to work?,Ketu' lukwen?
Would you like to go back?,Ketu' apaja'sin?
Would you like to babysit?,Ketu'nsipin?
Would you like to play cards?,Ketu' ilaskukwen?
Would you like to choose?,Ketu'mknmn?
Would you like to draw?,Ketu' napwi'ken?
Are you awake?,Alapin?
Are you sick?,Kesnukwan?
Are you sleepy?,Ketuksin?
Are you tired?,Siwien?
Can you dance?,Kisi amalkatis?
Can you see?,Nemiteken?
Can you skate?,Kisi alipqomitis?
Can you be still?,Kisi wantaqpitis?
Can you count in Mi'kmaw?,Natawi-mawkiljen?
Can you read in Mi'kmaw?,Nata' kiljen L'nuiktuk?
Can you write in Mi'kmaw?,Nata' wi'kiken L'nuiktuk?
Can you stand?,Kisi qama'sitis?
Can you sit?,Kisi pa'sitis?
Can you cook?,Kisi toqtetis?
Do you speak Mi'kmaw?,L'nui'sin?
Do you have any children?,Knijanin?
Do you have any pets?,Ktiin?
Have you been to town?,Ki's wejien jikank?
How old are you?,Tawijeyin?
How much money do you have?,Talawtik ala'tu'n?
How much does it cost?,Talawtik?
What are these?,Koqoey net wla?
What are you doing?,Talukwen?
What is your name?,Taluisin?
What is your son's name?,Taluisit kkwis?
What is your daughter's name?,Taluisit ktus?
What is your friend's name?,Talwisit kitap?
What is my name?,Taluisi ni'n?
What is your pet's name?,Talwisit ktue'm?
What is your favourite food?,Koqoey ki'l maw wiktimn?
What is his/her name?,Taluisit?
What is that smell?,Koqoey net telima'q?
What colour is this?,Talamu'k wla?
What do you see?,Koqoey nemitu'n?
Where do you live?,Tami wikin?
Where are you from?,Tami wetapeksin?
Where are you?,Tami eymin?
Where are your shoes?,Tami epijik kumuksunk?
Where is the dog?,Tami eyk l'mu'j?
Where is the cat?,Tami eyk mia'wj?
Where is the coat?,Tami epit pitu'kun?
Where is the woman?,Tami eyk e'pit?
Where is the man?,Tami eyk ji'nm?
Where is the baby?,Tami eyk mijua'ji'j?
Where is the boy?,Tami eyk lpa'tuj?
Where is the girl?,Tami eyk epite'ji'j?
Who are your parents?,Wenik kujjewijik?
Who are your siblings?,Wenik wejikumjik?
Who is your mother?,Wen kkij?
Who is your father?,Wen kujj?
When is your birthday?,Tale'k ajipuna'n?
Bullfrog,Aplekemu
Frog,Sqolj
Greenfrog,Samqwane'j
Peeper,Jijawej
Toad,Atakali
Bird,Sisip
Bittern,Wiaqojmej
Blue Heron,Apji'jkmuj
Blue Jay,Tities
Brown Eagle,Niskɨmakwe'su
Canadian Goose,Sinumkw
Cardinal,Istaqo'kej
Chicken,Ki'kli'kwej
Condor,Klu
Crane,Tmkwaliknej
Crow,Ka'qawej
Duckling,Takli'ji'jk
Eagle,Kitpu
Fishhawk,Wisawoqsit
Grouse,Wijɨk
Hummingbird,Militaw
Kingfisher,Jikɨtli'kej
Loon,Kwimu
Nighthawk,Pi'jkwej
Night Owl,Ti'tikli
Osprey,Ni'kmawe'su
Owl,Ku'ku'kwes
Partridge,Plawej
Pigeon,Ples
Raven,Wjika'qaku
Robin,Jipjawej
Rooster,Jikijo'n
Sandpiper,Jijiwikate'j
Seagull,Kloqntiej
Shelduck,Tma'qni
Snipe,Wunaqpɨte'siku
Sparrow,Msikue'j
Swallow,Pukwales
Swan,Wape'w
Woodpecker,Apo'qejit
Crab,Nmjinikej
Lobster,Jakej
Shrimp,Sata'siw
Bass,Ji'kaw
Cod,Peju
Dogfish,Sikɨlati
Eel,Katew
Flatfish,Kantaliej
Flounder,Anakwe'j
Gaspereau,Kaspelaw
Goldfish,Wisawoqte'j
Groundfish,Elqana'j
Hake,Ne'kɨpetlaw
Halibut,Msanuk
Herring,Alanj
Mackerel,Amalamek
Minnow,Amjlakwe'j
Mudsucker,Qumqwej
Perch,Antaliej
Pollock,Nekpukuwetaw
Salmon,Plamu
Sculpin,Kloq
Shark,Siklati
Skate,Kekunaluej
Smelt,Kaqpesaw
Swordfish,Kinisku'nej
Trout,Atoqwa'su
Turbot,Ta'pitji'j
Ant,Kinikwejit
Bee,Amu
Black Beetle,Lnuatalte'w
Bug,Jujij
Butterfly,Mimikej
Carpenter Ant,Kaqtukewe'j
Caterpillar,Enkejit
Cricket,Jijawe'j
Flea,Pis
Fly,Wije's
Gnat,Wksipsunji'j
Honeybee,Mijipjamuej
June Bug,Tetuejit
Ladybug,Po'ks
Locust,Miseminqanaw
Maggot,Kulpatkij
Mosquito,Klmuej
Pharaoh Ant,Sismoqne'j
Sowbug,Kopite'j
Wolverine,Ki'kwa'ju
Bat,Na'jipuktaqnej
Bear,Muin
Beaver,Kopit
Bobcat,Pqajue'wj
Bull,Matto'law
Calf,Wenjitia'mu'j
Camel,Melkawlejit
Caribou,Qalipu
Cat,Mia'wj
Chipmunk,Apalpaqmej
Cow,Wenjitia'm
Deer,Lentuk
Dog,Lmu'j
Dolphin,Mujpej
Elephant,Elepn
Flying Squirrel,Sasqatu
Fox,Wowkwis
Giraffe,Piji'skipat
Goat,Te'plj
Groundhog,Mnumkwej
Horse,Te'sipow
Lamb,Jijklue'wji'j
Lion,Petalu
Lynx,Apuksikn
Marten,Apistane'wj
Mink,Tiake'wj
Mole,Anamajske'j
Moose,Tia'm
Mouse,Apukji'j
Muskrat,Ki'kwesu
Otter,Kiwnik
Ox,Kwetapet
Pig,Kulkwi's
Piglet,Kulkwi'ji'j
Porcupine,Matues
Rabbit,Apli'kmuj
Raccoon,Amaljikwej
Rat,Apukj
Seal,Waspu
Sheep,Jijklue'wj
Skunk,Apikjilu
Squirrel,Atu'tuej
Weasel,Skus
Whale,Putup
Wolf,Paqtɨsm
Clam,E's
Conch,Muskasej
Mussel,Nkata'law
Octopus,Wtato'p
Oyster,Mntmu
Periwinkle,Jikijij
Scallop,Sakskale'sk
Slug,Sqmoqniej
Snail,Jikɨjij
Squid,Sata'su
Crocodile,Jipijka'm
Lizard,Taqtaloq
Snake,Mte'skm
Turtle,Mikjikj
Leech,Sku
Worm,Weti
Spider,Awo'kwejit
Jellyfish,Sasap
Starfish,Kakwet
Centipede,Pukumej
Arteries,Kamulamunapi
Bladder,Npiskwl
Bones,Waqntal
Brain,Wtɨp
